Title,Date
"American Horror Story: Freak Show: Monsters Among Us","11/10/2018"
"That Awkward Moment","11/10/2018"
"Christmas with the Coopers","11/10/2018"
"What to Expect When You're Expecting","11/10/2018"
"My Teacher, My Obsession","11/10/2018"
"Happy Anniversary","11/10/2018"
"Baby Mama","08/10/2018"
"L!fe Happens","08/10/2018"
"Candy Jar","07/10/2018"
"Like Father","06/10/2018"
"Santa Clarita Diet: Season 2: Halibut!","06/10/2018"
"Santa Clarita Diet: Season 2: Suspicious Objects","06/10/2018"
"Santa Clarita Diet: Season 2: Easels and War Paint","06/10/2018"
"Santa Clarita Diet: Season 2: A Change of Heart","06/10/2018"
"Santa Clarita Diet: Season 2: Pasión","06/10/2018"
"Santa Clarita Diet: Season 2: Going Pre-med","06/10/2018"
"Santa Clarita Diet: Season 2: The Queen of England","06/10/2018"
"Santa Clarita Diet: Season 2: Moral Gray Area","06/10/2018"
"Santa Clarita Diet: Season 2: Coyote in Yoga Pants","06/10/2018"
"Santa Clarita Diet: Season 2: No Family is Perfect","05/10/2018"
"Santa Clarita Diet: Season 1: Baka, Bile and Baseball Bats","05/10/2018"
"Santa Clarita Diet: Season 1: The Book!","05/10/2018"
"Santa Clarita Diet: Season 1: How Much Vomit?","04/10/2018"
"Santa Clarita Diet: Season 1: Strange or Just Inconsiderate?","04/10/2018"
"Santa Clarita Diet: Season 1: Attention to Detail","04/10/2018"
"Santa Clarita Diet: Season 1: Man Eat Man","04/10/2018"
"Santa Clarita Diet: Season 1: The Farting Sex Tourist","03/10/2018"
"Santa Clarita Diet: Season 1: We Can Kill People","03/10/2018"
"Santa Clarita Diet: Season 1: We Can't Kill People!","03/10/2018"
"Santa Clarita Diet: Season 1: So Then a Bat or a Monkey","03/10/2018"
"Leap Year","27/09/2018"
"iZombie: Season 3: Twenty-Sided, Die","27/09/2018"
"iZombie: Season 3: Eat a Knievel","27/09/2018"
"iZombie: Season 1: Pilot","27/09/2018"
"Bachelorette","27/09/2018"
"Sierra Burgess Is a Loser","27/09/2018"
"Bridget Jones's Baby","27/09/2018"
